id;ref:FR:sncf:resarail;UIC;railway:ref;name;ref:FR:uic8
995;FREVX;8738700;EVX;Évreux Normandie;87387001
996;FRBUE;8738709;BUE;Bueil;87387092
999;FRGAN;8773240;GAN;Gannat;87732404
1000;FRSGF;8773220;SGF;Saint-Germain-des-Fossés;87732206
1001;FRVHY;8773200;VHY;Vichy;87732008
1003;FRATF;8714160;VZL;Vézelise;87141606
1004;FRATJ;8714164;DVL;Diarville;87141648
1005;FRDCL;8738120;VWT;Lavilletertre;87381202
1006;FRDCM;8738121;LQK;Liancourt-Saint-Pierre;87381210
1007;FRDCN;8738122;CEV;Chaumont-en-Vexin;87381228
1008;FRDCO;8738123;TRH;Trie-Château;87381236
1009;FRDCP;8738124;GIS;Gisors;87381244
1010;FRDCR;8738126;SEF;Sérifontaine;87381269
1011;FRATS;8714178;PPE;Pompey;87141788
1012;FRATT;8714179;MAH;Marbache;87141796
1013;FRDCU;8738129;GOF;Gournay - Ferrières;87381293
1014;FRATU;8714180;BEE;Belleville (Meurthe-et-Moselle);87141804
1015;FRMTE;8738150;MTE;Mantes-la-Jolie;87381509
1016;FRATV;8714181;DID;Dieulouard;87141812
1017;FRATW;8714182;PAM;Pont-à-Mousson;87141820
1018;FRDDG;8738155;JUZ;Juziers;87381558
1019;FRDDH;8738156;GGV;Gargenville;87381566
1020;FRDDI;8738157;IPO;Issou - Porcheville;87381574
1021;FRDDJ;8738158;LIM;Limay;87381582
1022;FRDDK;8738159;MTQ;Mantes-la-Ville;87381590
1023;FRDDA;8738141;ERA;Éragny - Neuville;87381418
1024;FRDDB;8738142;XOA;Saint-Ouen-l'Aumône Église;87381426
1025;FRDDC;8738145;CFD;Conflans Fin d'Oise;87381459
1026;FRDDD;8738147;CVF;Chanteloup-les-Vignes;87381475
1027;FRDDE;8738148;MRK;Maurecourt;87381483
1028;FRDDF;8738149;ANY;Andrésy;87381491
1029;FRDDP;8738171;MJM;Mareil-sur-Mauldre;87381715
1030;FRDDQ;8738172;MAE;Maule;87381723
1031;FRDDR;8738173;NZL;Nézel - Aulnay;87381731
1032;FRDDS;8738179;VDA;Val d'Argenteuil;87381798
1033;FRDDM;8738162;BVA;Bréval;87381624
1034;FRACV;8738165;ACW;Achères;87381657
1035;FRDEC;8738190;CYP;Cergy Préfecture;87381905
1036;FRDDT;8738180;TSS;Triel-sur-Seine;87381806
1037;FRDDU;8738181;VXS;Vaux-sur-Seine;87381814
1038;FRDDV;8738182;TPA;Thun Le Paradis;87381822
1039;FRDDW;8738183;MHD;Meulan - Hardricourt;87381830
1040;FRDDX;8738184;ARW;Argenteuil;87381848
1041;FRDDY;8738186;CPA;Cormeilles-en-Parisis;87381863
1042;FRDDZ;8738187;FMY;La Frette - Montigny;87381871
1043;FRDEA;8738188;HRY;Herblay;87381889
1044;FRDEB;8738189;CSH;Conflans-Sainte-Honorine;87381897
1047;FRCLQ;8728727;ENN;Ennevelin;87287276
1049;FRCLO;8728725;PED;Lille Porte de Douai;87287250
1050;FRCLT;8728729;NKQ;Nortkerque;87287292
1051;FRCLU;8728730;RGM;Ruminghem;87287300
1052;FRENC;8714100;NY;Nancy;87141002
1053;FRARB;8714103;FUG;Foug;87141036
1054;FRTOL;8714104;TL;Toul;87141044
1055;FRJAM;8714101;JA;Jarville-la-Malgrange;87141010
1056;FRFRO;8714107;FR;Frouard;87141077
1057;FRARE;8714108;CHG;Champigneulles;87141085
1058;FRARC;8714105;FOB;Fontenoy-sur-Moselle;87141051
1059;FRARD;8714106;LDN;Liverdun;87141069
1060;FRARF;8714109;LNV;Laneuveville-devant-Nancy;87141093
1061;FRARI;8714110;VRA;Varangéville - Saint-Nicolas;87141101
1062;FRARJ;8714111;DBS;Dombasle-sur-Meurthe;87141119
1063;FRMMT;8714114;MMT;Mont-sur-Meurthe;87141143
1064;FRLNE;8714115;LNE;Lunéville;87141150
1065;FRARK;8714112;ROI;Rosières-aux-Salines;87141127
1066;FRBLV;8714113;BLV;Blainville - Damelevières;87141135
1067;FRARS;8714121;BYN;Bayon;87141218
1068;FRARR;8714120;EIN;Einvaux;87141200
1069;FRNCH;8714129;NCH;Neufchâteau;87141291
1070;FRASI;8714137;SCX;Saint-Clément - Laronxe;87141374
1071;FRASJ;8714138;CKY;Chenevières;87141382
1072;FRASK;8714139;MFN;Ménil Flin;87141390
1073;FRASL;8714140;AZE;Azerailles;87141408
1074;FRASO;8714143;TIA;Thiaville;87141432
1075;FRDCC;8738111;PTC;Pont Cardinet;87381111
1076;FRDCD;8738112;CLL;Clichy - Levallois;87381129
1077;FRASM;8714141;BAC;Baccarat;87141416
1078;FRDCE;8738113;AEE;Asnières-sur-Seine;87381137
1079;FRASN;8714142;BHZ;Bertrichamps;87141424
1080;FRDCF;8738114;OSN;Osny;87381145
1081;FRASQ;8714147;HDT;Houdemont;87141473
1082;FRDCG;8738115;BLA;Boissy-l'Aillerie;87381152
1083;FRASR;8714148;LUD;Ludres;87141481
1084;FRDCH;8738116;MKU;Montgeroult - Courcelles;87381160
1085;FRDCI;8738117;US;Us;87381178
1086;FRDCJ;8738118;XPY;Santeuil - Le Perchay;87381186
1087;FRDCK;8738119;CHR;Chars;87381194
1088;FRASS;8714149;MSJ;Messein;87141499
1089;FRAST;8714150;NAS;Neuves-Maisons;87141507
1090;FRASZ;8714154;XEU;Xeuilley;87141549
1091;FRATA;8714155;PVE;Pierreville;87141556
1092;FRDBT;8738101;PRR;Péreire - Levallois;87381012
1093;FRASU;8714152;PSV;Pont-Saint-Vincent;87141523
1094;FRQNL;8738102;NPT;Neuilly - Porte Maillot;87381020
1095;FRASX;8714153;BNK;Bainville-sur-Madon;87141531
1096;FRDBV;8738103;AVF;Avenue Foch;87381038
1097;FRDBW;8738104;AHM;Avenue Henri Martin;87381046
1098;FRATE;8714159;TVE;Tantonville;87141598
1099;FRATB;8714156;PUI;Pulligny - Autrey;87141564
1100;FRATC;8714157;CIT;Ceintrey;87141572
1101;FRDBZ;8738107;BCO;Bois-Colombes;87381079
1102;FRDCA;8738108;CBK;Colombes;87381087
1103;FRDCB;8738109;LSD;Le Stade;87381095
1104;FRCLA;8728712;MXT;Mont de Terre;87287128
1105;FRCKY;8728710;LZS;Lezennes;87287102
1106;FRCLD;8728715;NPE;Nieppe;87287151
1107;FRCLE;8728716;MQT;Marquette;87287169
1108;FRCLH;8728719;XMG;Sainte-Marguerite;87287193
1109;FRCLG;8728718;DLO;Deûlémont;87287185
1110;FRDEP;8738243;LCB;La Celle-Saint-Cloud;87382432
1111;FRDEQ;8738244;BGV;Bougival;87382440
1112;FRDER;8738245;LFC;Louveciennes;87382457
1113;FRDES;8738246;MLR;Marly-le-Roi;87382465
1114;FRDET;8738247;ELW;L'Etang la Ville;87382473
1115;FRDEU;8738248;SNB;Saint-Nom-la-Bretèche Forêt de Marly Ligne L;87382481
1116;FRDEV;8738249;CYC;Cergy Saint-Christophe;87382499
1117;FRYHT;8738265;CJV;Cergy le Haut;87382655
1118;FRDFD;8738280;SGM;;87382804
1119;FRDCZ;8738281;MPJ;;87382812
1120;FRDFI;8738286;VRD;Versailles Rive Droite;87382861
1121;FRDFJ;8738287;MFL;Montreuil;87382879
1122;FRDFK;8738288;VFD;Viroflay Rive Droite;87382887
1124;FRXCW;8714200;CHM;Chaumont;87142000
1125;FRLAG;8714209;LAG;Langres;87142091
1126;FREAM;8714210;LGV;Lorraine TGV;87142109
1127;FRCCY;8714212;CY;Culmont - Chalindrey;87142125
1128;FRAUS;8714224;FEB;Froncles;87142240
1129;FRAUP;8714222;BOG;Bologne;87142224
1130;FRAUQ;8714223;VNR;Vignory;87142232
1131;FRAUT;8714226;GDM;Gudmont;87142265
1132;FRAUU;8714227;DNJ;Donjeux;87142273
1133;FRMRY;8714240;MRY;Merrey;87142406
1135;FRDED;8738200;BEC;Bécon les Bruyères;87382002
1137;FRDEJ;8738233;CWJ;Chaville Rive Droite;87382333
1139;FRDEK;8738234;VDV;Sèvres - Ville-d'Avray;87382341
1140;FRDEL;8738235;SCD;Saint-Cloud;87382358
1141;FRDEM;8738236;VDO;Le Val d'Or;87382366
1142;FRDEN;8738237;SMV;Suresnes Mont Valérien;87382374
1144;FRDEF;8738220;KOU;Courbevoie;87382200
1145;FRDEG;8738221;LDU;La Défense;87382218
1146;FRDEH;8738225;GMC;Garches - Marnes-la-Coquette;87382259
1147;FRDEI;8738226;VCN;Vaucresson;87382267
1148;FRDFM;8738328;MVW;Massy - Verrières;87383281
1149;FRAWI;8714302;VWV;Vraincourt;87143024
1150;FRARH;8714441;ARH;Arches;87144410
1151;FRRNT;8714445;RNT;Remiremont;87144451
1152;FRAYR;8714442;PXX;Pouxeux;87144428
1153;FRAYS;8714443;ELS;Éloyes;87144436
1155;FRPSL;8738400;PSL;Paris Saint-Lazare;87384008
1156;FRAZH;8714462;RAO;Raon-l'Étape;87144626
1157;FRAZJ;8714464;ETL;Étival-Clairefontaine;87144642
1158;FRAZN;8714468;SSM;Saint-Michel-sur-Meurthe;87144683
1159;FREPL;8714400;EL;Épinal;87144006
1160;FRXTD;8714401;SD;Saint-Dié-des-Vosges;87144014
1161;FRAXN;8714404;LPV;Lépanges;87144048
1162;FRAXO;8714405;CHS;Charmes (Vosges);87144055
1163;FRAXM;8714403;DOC;Docelles - Cheniménil;87144030
1164;FRAXR;8714408;IGN;Igney;87144089
1165;FRAXS;8714409;TAO;Thaon;87144097
1166;FRAXP;8714406;VCY;Vincey;87144063
1167;FRAXQ;8714407;CEO;Châtel - Nomexy;87144071
1168;FRAXU;8714412;XTY;Xertigny;87144121
1170;FRBUY;8714415;BUY;Bruyères;87144154
1171;FRAXX;8714416;LVB;Laveline-devant-Bruyères;87144162
1172;FRAXW;8714414;BNS;Bains-les-Bains;87144147
1173;FRAYA;8714419;CXV;Corcieux - Vanémont;87144196
1174;FRAXZ;8714418;BFF;Biffontaine;87144188
1175;FRHAY;8714422;HAI;Hymont - Mattaincourt;87144220
1177;FRAYC;8714421;MIR;Mirecourt;87144212
1178;FRVTL;8714427;VIT;Vittel;87144279
1179;FRAYG;8714428;CTX;Contrexéville;87144287
1182;FRAYL;8714434;PVF;Provenchères-sur-Fave;87144345
1183;FRAYJ;8714431;RSM;Rozières-sur-Mouzon;87144311
1184;FRLEF;8714432;LXF;Lesseux - Frapelle;87144329
1185;FRAYP;8714438;CXL;Colroy - Lubine;87144386
1186;FRIJB;8777340;LUN;Lunel;87773408
1187;FRIJC;8777342;LWQ;Lunel-Viel;87773424
1188;FRIJD;8777343;VGU;Valergues - Lansargues;87773432
1189;FRIJF;8777345;BGU;Baillargues;87773457
1190;FRIJG;8777346;XAU;Saint-Aunès;87773465
1191;FRXSY;8777320;STE;Sète;87773200
1192;FRIJI;8777351;VLM;Villeneuve-lès-Maguelone;87773515
1193;FRIJJ;8777353;VCM;Vic - Mireval;87773531
1194;FRIJK;8777355;FRN;Frontignan;87773556
1195;FRHBO;8743955;VYM;Vitrolles Aéroport Marseille Provence;87439554
1196;FRMPL;8777300;MPL;Montpellier Saint-Roch;87773002
1197;FREIC;8753413;ERJ;Ermont - Eaubonne Ligne J;87534131
1198;FRKBJ;8753434;UTB;Lutterbach Tram Train;87534347
1200;FRKBK;8753433;HMS;Mulhouse Musées;87534339
1201;FRILA;8777579;GEC;Générac;87775791
1202;FRILD;8777582;LCI;Le Cailar;87775825
1203;FRILE;8777583;AIA;Aimargues;87775833
1204;FRILF;8777584;XLZ;Saint-Laurent-d'Aigouze;87775841
1205;FRAMO;8777585;AIM;Aigues-Mortes;87775858
1206;FRILG;8777586;LGR;Le Grau-du-Roi;87775866
1207;FRILB;8777580;BVW;Beauvoisin;87775809
1208;FRILC;8777581;VAT;Vauvert;87775817
1210;FRIJL;8777502;BCK;Beaucaire;87775023
1211;FRSCS;8777507;SCS;Saint-Césaire;87775072
1212;FRIJQ;8777509;MHU;Milhaud;87775098
1213;FRFNI;8777500;NI;Nîmes;87775007
1214;FRIKJ;8777535;NOZ;Nozières - Brignon;87775353
1215;FRIKK;8777536;XGE;Saint-Geniès-de-Malgoirès;87775361
1216;FRIKL;8777537;FMS;Fons - Saint-Mamert;87775379
1217;FRIKN;8777539;RMS;Remoulins;87775395
1218;FRIKI;8777534;BKW;Boucoiran;87775346
1219;FRIJT;8777513;GGE;Gallargues;87775130
1220;FRIJU;8777514;CJD;Chasseradès;87775148
1221;FRLBS;8777517;LBS;La Bastide - Saint-Laurent-les-Bains;87775171
1222;FRIJW;8777519;VLF;Villefort;87775197
1223;FRIJR;8777510;UCD;Uchaud;87775106
1224;FRIJS;8777511;VZC;Vergèze - Codognan;87775114
1225;FRIKB;8777524;LLE;La Levade;87775247
1226;FRIKC;8777525;LGC;Grand-Combe La Pise;87775254
1227;FRXAS;8777528;ALE;Alès;87775288
1228;FRIJY;8777521;GNC;Génolhac;87775213
1229;FRIJZ;8777522;CBO;Chamborigaud;87775221
1230;FRIKA;8777523;SCZ;Sainte-Cécile-d'Andorge;87775239
1231;FRCKQ;8728687;BAI;Baisieux;87286872
1234;FRCKP;8728685;ANP;Annappes;87286856
1235;FRASC;8728686;ASC;Ascq;87286864
1236;FRCKN;8728683;PPB;Pont de Bois;87286831
1237;FRCKO;8728684;LEQ;Lesquin;87286849
1238;FRADJ;8728600;LE;Lille Flandres;87286005
1239;FRCJA;8728606;HEL;Hellemmes;87286062
1240;FRADK;8728609;HAU;Haubourdin;87286096
1241;FRCJB;8728611;LLZ;Loos lez Lille;87286112
1242;FRCJC;8728616;SWK;Steenwerck;87286161
1243;FRCJD;8728617;BIU;Bailleul;87286179
1244;FRXRM;8728614;ARM;Armentières;87286146
1245;FRLMA;8728618;LMA;La Madeleine;87286187
1246;FRSTA;8728619;STA;Saint-André (Nord);87286195
1247;FRCJG;8728624;QUS;Quesnoy-sur-Deûle;87286245
1248;FRCJF;8728622;WB;Wambrechies;87286229
1249;FRCJI;8728627;PHI;Pérenchies;87286278
1250;FRCJH;8728626;CIS;Comines;87286260
1251;FRCJE;8728620;STZ;Strazeele;87286203
1252;FRHZK;8728630;HZK;Hazebrouck;87286302
1253;FRDON;8728643;DON;Don - Sainghin;87286435
1254;FRCJR;8728641;WAV;Wavrin;87286419
1255;FRCJS;8728642;FOK;La Fontaine;87286427
1256;FRCJQ;8728640;STS;Santes;87286401
1257;FRCJZ;8728656;ROT;Rosult;87286567
1258;FRCKA;8728657;LDD;Landas;87286575
1259;FRADM;8728654;TG;Tourcoing;87286542
1260;FRORC;8728658;ORC;Orchies;87286583
1261;FRCJX;8728652;WAT;Wattignies - Templemars;87286526
1262;FRCJY;8728653;ROC;Ronchin;87286534
1263;FRCJW;8728650;PHA;Phalempin;87286500
1264;FRXSX;8728651;SCN;Seclin;87286518
1265;FRCKC;8728660;NOM;Nomain;87286609
1266;FRCKF;8728664;FRI;Fretin;87286641
1267;FRCKE;8728662;TEM;Templeuve;87286625
1269;FRCKH;8728671;CRW;Croix - Wasquehal;87286716
1271;FRADP;8728673;RX;Roubaix;87286732
1272;FRLUR;8718524;LUR;Lure;87185249
1273;FRBMU;8718531;RCP;Ronchamp;87185314
1274;FRBMV;8718534;CPY;Champagney;87185348
1278;FRBNJ;8718559;LXL;Luxeuil-les-Bains;87185595
1279;FRAIL;8718562;AI;Aillevillers;87185629
1280;FRXVO;8718500;VES;Vesoul;87185009
1282;FRMTA;8728187;MAG;Magenta;87281873
1283;FRAEF;8767700;HE;Hendaye;87677005
1284;FRSTH;8728107;FHS;Calais - Fréthun;87281071
1285;FRCID;8728105;CIX;Croix - L'Allumette;87281055
1286;FRADI;8728100;DKQ;Dunkerque;87281006
1287;FRCIE;8728110;BEG;Bergues;87281105
1288;FRCIH;8728113;CRD;Cassel;87281139
1289;FRCIF;8728111;ESQ;Esquelbecq;87281113
1290;FRCIG;8728112;ARN;Arnèke;87281121
1291;FRCIK;8728127;BBU;Bourbourg;87281279
1292;FRCIJ;8728124;GVL;Gravelines;87281246
1293;FRCIL;8728131;GSV;Grande-Synthe;87281311
1294;FRXJZ;8767712;SJZ;Saint-Jean-de-Luz - Ciboure;87677120
1295;FRCIP;8728142;ADQ;Audruicq;87281428
1296;FRCIQ;8728143;WAP;Watten - Éperlecques;87281436
1297;FRCDK;8728140;CDK;Coudekerque-Branche;87281402
1298;FRCIO;8728141;PRD;Pont d'Ardres;87281410
1299;FRCIS;8728146;EBB;Ebblinghem;87281469
1300;FRGJU;8767710;HP;Les Deux Jumeaux;87677104
1301;FRXSP;8743780;ATL;Aytré Plage;87437806
1302;FRXSG;8728144;STO;Saint-Omer;87281444
1303;FRCIR;8728145;RSC;Renescure;87281451
1304;FRXSR;8743779;LRA;La Rochelle Porte Dauphine;87437798
1305;FRHTF;8728262;LJC;Lyon Jean Macé;87282624
1306;FRBIV;8718122;CXJ;Colmar Saint-Joseph;87181222
1307;FRJFK;8718128;VXZ;Vieux-Thann Zone Industrielle;87181289
1308;FREZH;8757740;ITL;Iteuil;87577403
1309;FRBIW;8718155;XGI;Saint-Gilles Lycée (Haut-Rhin);87181552
1310;FRSAU;8733798;SOL;Saint-Ouen-l'Aumône Liesse;87337980
1311;FRXMJ;8767101;MM;Mont-de-Marsan;87671016
1313;FRXTB;8767100;TS;Tarbes;87671008
1315;FRPGU;8733737;DSU;Dives-sur-Mer Port Guillaume;87337378
1316;FRBIH;8718101;XLX;Saint-Louis La Chaussée;87181016
1317;FRBIK;8718104;FXL;Flaxlanden;87181040
1318;FRBIN;8718105;TGH;Tagolsheim;87181057
1319;FRBIO;8718106;WHM;Walheim;87181065
1320;FRBIS;8718113;GFW;Graffenwald;87181131
1321;FRGVS;8757687;GS;Gièvres;87576876
1322;FREYY;8757688;VSC;Villefranche-sur-Cher;87576884
1323;FREYX;8757686;SUC;Selles-sur-Cher;87576868
1324;FREYV;8757672;MNN;Mennetou-sur-Cher;87576728
1325;FRBJW;8718240;RPK;Ranspach;87182402
1326;FRBJX;8718241;CER;Cernay (Haut-Rhin);87182410
1327;FRBKL;8718255;VXT;Vieux-Thann;87182550
1328;FRBKM;8718256;THA;Thann;87182568
1329;FRBKN;8718257;BW;Bitschwiller;87182576
1330;FRBKO;8718258;WIL;Willer-sur-Thur;87182584
1331;FRBKK;8718254;LFZ;Luttenbach-près-Munster;87182543
1332;FRBKP;8718259;MWH;Moosch;87182592
1333;FRBKQ;8718260;XAR;Saint-Amarin;87182600
1334;FRBKR;8718261;WES;Wesserling;87182618
1335;FRLUT;8718266;LUT;Lutterbach;87182667
1336;FRBKY;8718269;TFE;Staffelfelden;87182691
1337;FRBKS;8718262;FRG;Fellering;87182626
1338;FRBKT;8718263;ODE;Oderen;87182634
1339;FRBKU;8718264;KR;Kruth;87182642
1340;FRBKV;8718265;BHH;Breitenbach;87182659
1341;FRBKZ;8718270;BOW;Bollwiller;87182709
1342;FRBLA;8718271;RHM;Raedersheim;87182717
1343;FRBLB;8718272;MXH;Merxheim;87182725
1344;FRBLC;8718273;MHK;Muhlbach-sur-Munster;87182733
1345;FRBLF;8718281;MZL;Metzeral;87182816
1346;FRBLI;8718288;THD;Thann Saint-Jacques;87182881
1347;FRBGV;8718284;BTZ;Bantzenheim;87182840
1348;FRGEZ;8767211;MHZ;Montaut - Bétharram;87672113
1349;FRGFC;8767216;AT;Assat;87672162
1350;FRGFB;8767213;CZN;Coarraze - Nay;87672139
1351;FRGFF;8767221;ATI;Artix;87672212
1352;FRPUO;8767227;PUO;Puyoô;87672279
1353;FRGFI;8767225;ORT;Orthez;87672253
1354;FRAEE;8767200;PAU;Pau;87672006
1355;FRAEJ;8718201;CMR;Colmar;87182014
1356;FRBJC;8718208;HAB;Habsheim;87182089
1357;FRBJA;8718205;MD;Mulhouse Dornach;87182055
1358;FRAEK;8718206;MSE;Mulhouse;87182063
1359;FRBJB;8718207;RHE;Rixheim;87182071
1360;FRBJF;8718211;BTW;Bartenheim;87182113
1361;FRXLI;8718213;STL;Saint-Louis (Haut-Rhin);87182139
1362;FRBJE;8718210;SEZ;Sierentz;87182105
1363;FRBJG;8718219;ZIL;Zillisheim;87182196
1364;FRMCC;8733859;MHC;Monte-Carlo Country Club;87338590
1365;FRKRI;8733852;KRM;Krimmeri Meinau;87338525
1366;FRBJI;8718223;ALK;Altkirch;87182238
1367;FRBJJ;8718225;DAN;Dannemarie;87182253
1368;FRHOA;8733851;HMT;Hœnheim Tram;87338517
1369;FRBJH;8718220;IFH;Illfurth;87182204
1370;FRBJQ;8718233;RAH;Rouffach;87182337
1371;FRBJR;8718234;LOJ;Logelbach;87182345
1372;FRBJS;8718235;TKM;Turckheim;87182352
1373;FRBJT;8718236;WAH;Walbach;87182360
1374;FRBJP;8718232;HRH;Herrlisheim-près-Colmar;87182329
1375;FRBJU;8718237;WIH;Wihr-au-Val - Soultzbach;87182378
1376;FRBJV;8718238;GSB;Gunsbach - Griesbach;87182386
1377;FRMUS;8718239;MUT;Munster;87182394
1378;FRGDG;8767131;OS;Ossun;87671313
1379;FRLDE;8767133;LD;Lourdes;87671339
1380;FRGDJ;8767136;XPE;Saint-Pé-de-Bigorre;87671362
1382;FRGDU;8767149;XMN;Saint-Martin-d'Oney;87671495
1383;FRGDS;8767147;ARO;Arengosse;87671479
1384;FRGDT;8767148;YG;Ygos;87671487
1385;FRLNZ;8767112;LNZ;Lannemezan;87671123
1386;FRGDA;8767117;TRY;Tournay;87671172
1387;FRGCY;8767115;CPN;Capvern;87671156
1388;FRLBK;8743179;RGP;Rougemont Chanteloup T4;87431791
1390;FRGGT;8767309;BUU;Boucau;87673095
1391;FRXBY;8767300;BYE;Bayonne;87673004
1392;FRGHD;8767331;OND;Ondres;87673319
1393;FRBIQ;8767340;BZ;Biarritz;87673400
1394;FRGHG;8767345;GTH;Guéthary;87673459
1395;FRMCX;8767310;MCX;Morcenx;87673103
1396;FRGHC;8767329;LBN;Labenne;87673293
1397;FRGHA;8767327;SVT;Saint-Vincent-de-Tyrosse;87673277
1398;FRGHB;8767328;BMX;Bénesse-Maremne;87673285
1399;FRACG;8767320;DAX;Dax;87673202
1400;FRGGY;8767325;SQB;Saubusse;87673251
1401;FRGGZ;8767326;SGQ;Saint-Geours;87673269
1402;FRBUZ;8767263;BUZ;Buzy en Béarn;87672634
1403;FRGFZ;8767260;XDP;Croix du Prince;87672600
1404;FRTAN;8767261;GNJ;Gan;87672618
1405;FRGFL;8767233;PRH;Peyrehorade;87672337
1406;FRURT;8767238;URT;Urt;87672386
1407;FRGGG;8767270;OLB;Ogeu-les-Bains;87672709
1408;FRRRU;8767274;CUB;Lurbe-Saint-Christau;87672741
1409;FRGGH;8767272;OLN;Oloron-Sainte-Marie;87672725
1410;FRGGM;8767277;BDS;Bedous;87672774
1411;FRGGL;8767276;WRC;Sarrance;87672766
1412;FRBOR;8718400;BFT;Belfort;87184002
1413;FRBLL;8718420;BEV;Bas Évette;87184200
1414;FRBLP;8718424;TCS;Trois Chênes;87184242
1415;FRBLR;8718426;PZC;Petit-Croix;87184267
1416;FRBLS;8718427;MVX;Montreux-Vieux;87184275
1417;FRVNS;8718442;MOV;Morvillars;87184424
1418;FRVNP;8718443;GNV;Grandvillars;87184432
1419;FRVNN;8718444;DEL;Delle;87184440
1420;FRVNR;8718440;MUX;Meroux;87184408
1421;FRBLZ;8718453;VJT;Voujeaucourt;87184531
1422;FRBMB;8718455;CFT;Colombier-Fontaine;87184556
1423;FRBLY;8718450;HCT;Héricourt;87184507
1424;FRXMF;8718452;MBD;Montbéliard;87184523
1425;FRBMD;8718457;ISD;L'Isle-sur-le-Doubs;87184572
1426;FRBMG;8718462;CVL;Clerval;87184622
1427;FRGHR;8767372;SJP;Saint-Jean-Pied-de-Port;87673723
1428;FROSS;8767370;OSS;Ossès - Saint-Martin-d'Arrossa;87673707
1429;FRGHI;8767361;VQE;Villefranque;87673616
1430;FRGHJ;8767362;USZ;Ustaritz - Jatxou;87673624
1431;FRGHM;8767365;CPQ;Cambo-les-Bains;87673657
1432;FRGHN;8767366;ITX;Itxassou;87673665
1433;FRGHL;8767364;HLS;Halsou - Larressore;87673640
1434;FRGHP;8767369;PBJ;Bidarray Pont Noblia;87673699
1435;FRHJE;8772850;SFS;Saint-Fons;87728501
1436;FREEO;8747875;PTT;Port-Brillet;87478750
1437;FREEP;8747876;SPC;Saint-Pierre-la-Cour;87478768
1438;FREEN;8747874;GST;Le Genest;87478743
1439;FRXBQ;8757400;BL;Blois - Chambord;87574004
1440;FRSEV;8733449;CGT;Cesson-Sévigné;87334490
1441;FRNVU;8733448;NUE;Neuville Université;87334482
1442;FREUH;8757423;SVK;Suèvres;87574236
1443;FREUI;8757424;ME;Menars;87574244
1444;FREUJ;8757425;WSV;La Chaussée-Saint-Victor;87574251
1445;FRLPT;8733450;PTK;La Poterie;87334508
1446;FREUE;8757416;BGY;Beaugency;87574160
1447;FREUG;8757419;MER;Mer (Loir-et-Cher);87574194
1448;FREUB;8757412;LBZ;Saint-Ay;87574129
1449;FREUC;8757413;MGL;Meung-sur-Loire;87574137
1450;FREUD;8757415;BLJ;Baule;87574152
1451;FREUA;8757411;CFX;Chaingy Fourneaux Plage;87574111
1453;FREVP;8757504;VIP;Villeperdue;87575043
1454;FREVQ;8757505;SYT;Sainte-Maure - Noyant;87575050
1455;FREVR;8757506;MAX;Maillé;87575068
1456;FREVS;8757507;PP;Port-de-Piles;87575076
1457;FRPIS;8757500;PS;Poitiers;87575001
1458;FREVO;8757503;MSD;Monts (Indre-et-Loire);87575035
1459;FREWI;8757527;LGJ;Ligugé;87575274
1460;FREWK;8757529;VIV;Vivonne;87575290
1461;FREWF;8757522;CHN;Chasseneuil-du-Poitou;87575225
1462;FREWE;8757521;JAU;Jaunay-Clan;87575217
1463;FREWC;8757519;DI;Dissay;87575191
1464;FREVZ;8757516;NPY;Nerpuy;87575167
1465;FREWA;8757517;NIB;Naintré Les Barres;87575175
1466;FREWB;8757518;LTR;La Tricherie;87575183
1467;FREVV;8757511;ORE;Les Ormes;87575118
1468;FREVW;8757512;DGE;Dangé-Saint-Romain;87575126
1469;FREVY;8757513;IG;Ingrandes sur Vienne;87575134
1470;FRXCX;8757514;CRT;Châtellerault;87575142
1471;FREWR;8757548;MMN;Montmorillon;87575480
1472;FREWS;8757549;LHX;Lathus;87575498
1473;FREWL;8757533;ACV;Anché - Voulon;87575332
1474;FREWN;8757535;EPI;Épanvilliers;87575357
1475;FREWO;8757536;SSV;Saint-Saviol;87575365
1476;FREUV;8757449;CQH;Chenonceaux;87574491
1477;FREUS;8757445;XMK;Saint-Martin-le-Beau;87574459
1478;FREUT;8757447;BCX;Bléré - La Croix;87574475
1479;FREUQ;8757443;VZM;Véretz - Montlouis;87574434
1480;FREUR;8757444;AZC;Azay-sur-Cher;87574442
1481;FRXAM;8757434;AM;Amboise;87574343
1482;FREUO;8757436;NIY;Noizay;87574368
1483;FREUK;8757430;CZV;Chouzy;87574301
1484;FREUL;8757431;OZA;Onzain - Chaumont-sur-Loire;87574319
1485;FREUM;8757432;VVU;Veuves - Monteaux;87574327
1486;FREUN;8757433;LIZ;Limeray;87574335
1487;FREVF;8757468;MON;Monnaie;87574681
1488;FREVG;8757469;NDA;Notre-Dame-d'Oé;87574699
1489;FREVC;8757464;SDV;Saint-Amand de Vendôme;87574640
1490;FREVE;8757466;CTR;Château-Renault;87574665
1491;FREVA;8757453;FRE;Fréteval - Morée;87574533
1492;FREVB;8757454;PEZ;Pezou;87574541
1493;FRAFM;8757455;VDM;Vendôme;87574558
1494;FREUW;8757450;CLO;Cloyes;87574509
1495;FREVM;8757489;SAN;Saint-Aignan - Noyers;87574897
1496;FREVJ;8757485;MRD;Montrichard;87574855
1497;FREVI;8757484;CXT;Chissay-en-Touraine;87574848
