id;ref:FR:sncf:resarail;UIC;railway:ref;name;ref:FR:uic8
2473;FRDPT;8741516;SIC;Saint-Victor;87415166
2474;FRDPS;8741515;AUF;Auffay;87415158
2475;FRDPR;8741514;LEV;Longueville-sur-Scie;87415141
2476;FRCSV;8731504;DAO;Daours;87315044
2477;FRCTP;8731610;DMM;Dommartin - Remiencourt;87316109
2478;FRCTR;8731612;TZY;Thézy-Glimont;87316125
2479;FRCTM;8731607;DAS;Dreuil-lès-Amiens;87316075
2480;FRCUA;8731620;WAC;Wacquemoulin;87316208
2481;FRCUQ;8731639;HEC;Heilles - Mouchy;87316398
2482;FRCUR;8731640;MTF;Montreuil-sur-Thérain;87316406
2483;FRCVL;8731668;HTB;Le Haut Banc;87316687
2484;FRCVK;8731667;PHV;Pihen;87316679
2485;FRCVG;8731660;AUV;Aubin-Saint-Vaast;87316604
2486;FRCVQ;8731675;FQR;Feuquerolles;87316752
2487;FRAFR;8731674;AFR;Acheux - Franleu;87316745
2488;FRCTL;8731606;BXA;Buire-sur-l'Ancre;87316067
2489;FRCTK;8731605;HLY;Heilly;87316059
2490;FRSEQ;8741147;SEQ;Serqueux;87411470
2491;FRDNP;8741141;XVV;Saint-Martin-du-Vivier;87411413
2492;FRDNU;8741146;SKY;Sommery;87411462
2493;FRDNT;8741145;MBY;Montérolier - Buchy;87411454
2494;FRDNS;8741144;LWM;Longuerue - Vieux-Manoir;87411447
2495;FRDNQ;8741143;MGN;Morgny;87411439
2497;FRDOD;8741181;CRS;Clères;87411819
2498;FRDOC;8741180;MVE;Montville;87411801
2499;FRXAB;8731736;ABB;Abbeville;87317362
2500;FRCWK;8731732;CAF;Caffiers;87317321
2501;FRCWL;8731733;MRX;Marquise - Rinxent;87317339
2502;FRLTS;8731730;LTS;Les Fontinettes;87317305
2503;FRCWS;8731749;CYA;Chépy - Valines;87317495
2504;FRCWR;8731748;QMT;Quesnoy-le-Montant;87317487
2505;FRRUE;8731740;RUE;Rue;87317404
2506;FRCWN;8731739;NOE;Noyelles-sur-Mer;87317396
2507;FREUX;8731753;EU;Eu;87317537
2508;FRCWT;8731750;FEF;Feuquières - Fressenneville;87317503
2509;FRCWU;8731751;WT;Woincourt;87317511
2510;FRCWY;8731761;BMQ;Beau Marais;87317610
2511;FRURD;8741101;RN;Rouen Rive Droite;87411017
2512;FRMOT;8741128;MOT;Motteville;87411280
2513;FRDNK;8741127;PST;Pavilly;87411272
2514;FRDNJ;8741126;BTM;Barentin;87411264
2515;FRMUA;8741125;MUA;Malaunay - Le Houlme;87411256
2516;FROIL;8741120;OI;Oissel;87411207
2517;FRDNI;8741124;MRM;Maromme;87411249
2518;FRDNG;8741122;SO;Sotteville;87411223
2519;FRDNF;8741121;SDR;Saint-Étienne-du-Rouvray;87411215
2520;FRDND;8741117;ESA;Elbeuf - Saint-Aubin;87411173
2521;FRDNE;8741118;TVI;Tourville;87411181
2522;FRCVU;8731705;RDF;Rang-du-Fliers - Verton - Berck;87317057
2523;FRCVS;8731701;BKI;Boulogne Tintelleries;87317016
2524;FRCWB;8731716;MOM;Montreuil (Pas-de-Calais);87317164
2525;FRHES;8731710;HES;Hesdigneul;87317107
2526;FRCVY;8731712;WWX;Wimille - Wimereux;87317123
2527;FRCVX;8731711;PRS;Pont de Briques;87317115
2528;FRETA;8731706;ETA;Étaples - Le Touquet;87317065
2529;FRCVW;8731709;NHA;Neufchâtel-Hardelot;87317099
2530;FRCVV;8731708;DC;Dannes - Camiers;87317081
2531;FRCWI;8731725;ANV;Anvin;87317255
2532;FRCWH;8731724;BIP;Blangy-sur-Ternoise;87317248
2533;FRAEA;8731726;CS;Calais;87317263
2534;FRCWE;8731720;MQU;Maresquel;87317206
2535;FRCWG;8731723;AHH;Auchy-lès-Hesdin;87317230
2536;FRCWF;8731722;HSD;Hesdin;87317222
2537;FRCWC;8731718;BWM;Brimeux;87317180
2538;FRCWD;8731719;BIV;Beaurainville;87317198
2539;FRAVG;8731896;AVV;Avignon TGV;87318964
2540;FRGTZ;8769683;CAO;Coulanges-sur-Yonne;87696831
2541;FRGTX;8769680;CLA;Clamecy;87696807
2542;FRGUB;8769685;CAL;Châtel-Censoir;87696856
2543;FRGTL;8769653;LUY;Luzy;87696534
2544;FRGTP;8769661;CBY;Corbigny;87696617
2545;FRGTR;8769663;FEZ;Flez-Cuzy - Tannay;87696633
2546;FRCRH;8731339;PDP;Poix-de-Picardie;87313395
2547;FRCRC;8731335;TT;Tricot;87313353
2548;FRCRG;8731338;ESD;Estrées-Saint-Denis;87313387
2549;FRCRF;8731337;NAQ;Namps - Quevauvillers;87313379
2550;FRCRA;8731332;MRE;Moreuil;87313320
2551;FRMTD;8731334;MTD;Montdidier;87313346
2552;FRCRB;8731333;HGI;Hargicourt - Pierrepont;87313338
2553;FRCQZ;8731330;CDO;Clermont de l'Oise;87313304
2554;FRCHL;8731347;CHL;Chaulnes;87313478
2555;FRCRO;8731346;ROS;Rosières;87313460
2556;FRCRQ;8731349;HAM;Ham (Somme);87313494
2557;FRCRP;8731348;NES;Nesle (Somme);87313486
2558;FRCRL;8731343;VLT;Villers-Bretonneux;87313437
2560;FRCRM;8731344;MCV;Marcelcave;87313445
2561;FRCRI;8731340;REY;Remy (Oise);87313403
2562;FRCRW;8731358;HRB;Hermes - Berthecourt;87313585
2563;FRCRV;8731357;MUY;Mouy - Bury;87313577
2564;FRCRX;8731359;ULC;Villers-Saint-Sépulcre;87313593
2565;FRCRS;8731354;CYO;Cramoisy;87313544
2566;FRCRU;8731356;BXE;Balagny - Saint-Épin;87313569
2567;FRCRT;8731355;CIW;Cires-lès-Mello;87313551
2569;FRBVA;8731351;BVS;Beauvais;87313510
2570;FRCSD;8731369;HEE;Herchies;87313692
2571;FRCSC;8731368;SUP;Saint-Sulpice - Auteuil;87313684
2572;FRCSB;8731367;DEJ;Laboissière - Le Déluge;87313676
2573;FRCSA;8731366;MRU;Méru;87313668
2574;FRCRY;8731360;RCY;Rochy-Condé;87313601
2575;FRCSK;8731376;AUM;Aumale;87313767
2576;FRABT;8731375;ABT;Abancourt;87313759
2577;FRCSH;8731372;MAI;Marseille-en-Beauvaisis;87313726
2578;FRCSG;8731371;SHS;Saint-Omer-en-Chaussée;87313718
2579;FRCSJ;8731374;FBS;Feuquières - Broquiers;87313742
2580;FRCSI;8731373;GAR;Grandvilliers;87313734
2581;FRCSE;8731370;MYH;Milly-sur-Thérain;87313700
2582;FRQAM;8731387;AS;Amiens;87313874
2584;FRTHP;8731388;HPI;Haute Picardie TGV;87313882
2585;FRCSS;8731383;FMR;Formerie;87313833
2586;FRCST;8731384;FIY;Fouilloy;87313841
2587;FRCSP;8731381;LOG;Longroy - Gamaches;87313817
2588;FRCSO;8731380;BB;Blangy-sur-Bresle;87313809
2589;FRCQO;8731307;ALB;Albert;87313072
2590;FRCQN;8731306;MTL;Méricourt - Ribemont;87313064
2591;FRAIS;8731309;AYS;Ailly-sur-Somme;87313098
2592;FRSRO;8731308;SRO;Saint-Roch;87313080
2593;FRCQM;8731305;CBI;Corbie;87313056
2594;FRCQL;8731304;LUA;Longueau;87313049
2595;FRUVE;8769922;B00;Base Aérienne;87699223
2596;FRCQS;8731313;PRM;Pont-Remy;87313130
2597;FRCQP;8731310;PIQ;Picquigny;87313106
2598;FRCQR;8731312;LGP;Longpré-les-Corps-Saints;87313122
2599;FRCQQ;8731311;HAS;Hangest-sur-Somme;87313114
2600;FRCQY;8731329;AVY;Avrechy;87313296
2601;FRCQX;8731328;RLE;Saint-Remy-en-l'Eau;87313288
2602;FRCQV;8731324;BEB;Breteuil;87313247
2603;FRSJS;8731327;SJS;Saint-Just-en-Chaussée;87313270
2604;FRCQW;8731326;GNS;Gannes;87313262
2605;FRBOV;8731321;BOV;Boves;87313213
2606;FRCQU;8731323;FLO;La Faloise;87313239
2607;FRAIN;8731322;ASN;Ailly-sur-Noye;87313221
2608;FRHAG;8721305;HAG;Haguenau;87213058
2609;FROBM;8721316;OBM;Obermodern;87213165
2610;FRSWG;8721310;SWG;Schweighouse-sur-Moder;87213108
2611;FRBWD;8721325;NLB;Niederbronn-les-Bains;87213256
2612;FRBWC;8721324;RHV;Reichshoffen;87213249
2614;FRBWA;8721322;GUF;Gundershoffen;87213223
2615;FRBVY;8721320;MZW;Mertzwiller;87213207
2616;FRBWN;8721347;WBG;Wissembourg;87213470
2617;FRBWM;8721346;RTZ;Riedseltz;87213462
2618;FRBWL;8721345;HUS;Hunspach;87213454
2619;FRBWK;8721344;HFN;Hoffen;87213447
2620;FRBWJ;8721342;SSF;Soultz-sous-Forêts;87213421
2621;FRBWI;8721341;HHH;Hoelschloch - Surbourg ;87213413
2622;FRBWH;8721340;WAL;Walbourg;87213405
2623;FRBWP;8721360;MTK;Marienthal;87213603
2624;FRBWT;8721368;HOD;Hœrdt;87213686
2625;FRBWS;8721367;WEY;Weyersheim;87213678
2626;FRBWR;8721366;KUR;Kurtzenhouse;87213660
2627;FRBWQ;8721361;BHW;Bischwiller;87213611
2628;FRFOV;8759875;LMF;Limoux Flassian;87598755
2629;FRTPR;8760880;PPD;Créteil Pompadour;87608802
2630;FRBXM;8721414;EEN;Erstein;87214148
2631;FRBXL;8721413;MHW;Matzenheim;87214130
2632;FRBXK;8721412;BFD;Benfeld;87214122
2633;FRBXJ;8721411;KEN;Kogenheim;87214114
2634;FRBXI;8721410;EBH;Ebersheim;87214106
2635;FRBXV;8721429;BFH;Bischoffsheim;87214296
2636;FRBXU;8721428;OBE;Obernai;87214288
2637;FRBXT;8721427;GXW;Goxwiller;87214270
2638;FRBXS;8721425;GWL;Gertwiller;87214254
2639;FRBXR;8721424;B;Barr;87214247
2640;FRBXQ;8721423;ECF;Eichhoffen;87214239
2641;FRBXP;8721422;EFG;Epfig;87214221
2642;FRBXO;8721421;DMB;Dambach-la-Ville;87214213
2643;FRBXN;8721420;HWL;Scherwiller;87214205
2644;FRBXY;8721433;DHM;Dorlisheim;87214338
2645;FRBXX;8721432;ROH;Rosheim;87214320
2646;FRBYR;8721459;GEI;Gresswiller;87214593
2647;FRBYQ;8721458;MTZ;Mutzig;87214585
2648;FRMOL;8721457;MOL;Molsheim;87214577
2649;FRBYP;8721455;DCH;Dachstein;87214551
2650;FRBYO;8721454;DTM;Duttlenheim;87214544
2651;FRBYN;8721453;DUP;Duppigheim;87214536
2652;FRBYM;8721452;ENZ;Entzheim Aéroport;87214528
2653;FRBYK;8721450;LGH;Lingolsheim;87214502
2654;FRBYZ;8721469;SCK;Schirmeck - La Broque;87214692
2655;FRBYY;8721468;RHH;Russ - Hersbach;87214684
2656;FRBYW;8721467;WHS;Wisches;87214676
2657;FRGPX;8769400;LCR;Le Creusot;87694000
2658;FRBYV;8721465;LZH;Lutzelhouse;87214650
2659;FRBYU;8721464;MFX;Mullerhof;87214643
2660;FRBYT;8721463;URM;Urmatt;87214635
2661;FRBZF;8721478;SAA;Saales;87214783
2662;FRBZE;8721477;BFZ;Bourg-Bruche;87214775
2663;FRBZD;8721475;XRS;Saulxures;87214759
2664;FRBZC;8721474;SZR;Saint-Blaise-la-Roche - Poutay;87214742
2665;FRBZB;8721473;FDY;Fouday;87214734
2666;FRBZA;8721472;RTH;Rothau;87214726
2667;FRXSQ;8721405;STT;Sélestat;87214056
2668;FRXZP;8770397;NPG;Nîmes Pont du Gard;87703975
2669;FRBWZ;8721378;IGW;Ingwiller;87213785
2670;FRWIM;8721374;WM;Wingen-sur-Moder;87213744
2671;FRBHN;8721533;BHN;Berthelming;87215335
2672;FRCBB;8721549;KES;Keskastel;87215491
2673;FRCBA;8721548;HPT;Schopperten;87215483
2674;FRCAZ;8721545;SU;Sarre-Union;87215459
2675;FRCBG;8721569;TFF;Tieffenbach - Struth;87215699
2676;FRCBF;8721566;DRI;Diemeringen;87215665
2677;FRCBC;8721563;OER;Oermingen;87215632
2678;FRBZM;8721507;RDG;Réding;87215079
2679;FRSBG;8721501;SBG;Sarrebourg;87215012
2680;FRBZV;8721516;LZ;Lutzelbourg;87215160
2682;FRBZO;8721510;IA;Igney - Avricourt;87215103
2683;FRMCH;8769430;MCH;Montchanin;87694307
2684;FRGQN;8769439;CJL;Cheilly-lès-Maranges;87694398
2685;FRGQK;8769436;SLH;Saint-Léger-sur-Dheune;87694364
2689;FRGQC;8769418;MMS;Marmagne sous Creusot;87694182
2690;FRGQB;8769417;XSY;Saint-Symphorien-de-Marmagne;87694174
2691;FRXCC;8769410;LCM;Le Creusot TGV (Montceau - Montchanin);87694109
2692;FRGQA;8769416;BQK;Broye;87694166
2693;FRGPZ;8769415;MWB;Mesvres;87694158
2694;FRETG;8769414;ETG;Étang-sur-Arroux ;87694141
2695;FRAFT;8769473;CYB;La Clayette - Baudemont;87694737
2696;FRGRR;8769477;CHF;Chauffailles;87694778
2697;FRGRV;8769485;XAN;Saint-Agnan;87694851
2698;FRGRW;8769486;GSL;Gilly-sur-Loire;87694869
2699;FRGRE;8769459;BUJ;Brion - Laizy;87694596
2700;FRGRD;8769457;AU;Autun;87694570
2701;FRGRI;8769463;GLZ;Galuzot;87694638
2702;FRGRH;8769462;MMI;Montceau-les-Mines;87694620
2703;FRGRG;8769461;BYK;Blanzy;87694612
2704;FRGRK;8769465;GEL;Génelard;87694653
2705;FRGRJ;8769464;CYL;Ciry-le-Noble;87694646
2706;FRGRN;8769469;DIG;Digoin;87694695
2707;FRPLM;8769468;PLM;Paray-le-Monial;87694687
2708;FRGSC;8769608;BEW;Briare;87696088
2709;FRNVS;8769600;NV;Nevers;87696005
2710;FRXMU;8769632;MSA;Moulins sur Allier;87696328
2711;FRGST;8769631;VVR;Villeneuve-sur-Allier;87696310
2712;FRGSS;8769630;CXI;Chantenay-Saint-Imbert;87696302
2713;FRGSW;8769635;VAA;Varennes-sur-Allier;87696351
2715;FRGSU;8769633;BQY;Bessay;87696336
2716;FRGTI;8769649;CLT;Cercy-la-Tour;87696492
2717;FRGTH;8769648;DZE;Decize;87696484
2718;FRGTC;8769642;DOP;Dompierre - Sept Fons;87696427
2719;FRGTF;8769646;BVE;Béard;87696468
2720;FRGTE;8769645;IPY;Imphy;87696450
2721;FRGSK;8769618;MVU;Mesves - Bulcy;87696187
2722;FRGSJ;8769617;PYL;Pouilly-sur-Loire;87696179
2723;FRGSI;8769616;TAY;Tracy - Sancerre;87696161
2724;FRGSL;8769619;LAT;La Charité-sur-Loire;87696195
2725;FRGSH;8769614;COS;Cosne-sur-Loire;87696146
2727;FRGSR;8769629;SPM;Saint-Pierre-le-Moûtier;87696294
2728;FRSZE;8769626;SZE;Saincaize;87696260
2729;FRGSN;8769621;PSU;Pougues-les-Eaux;87696211
2730;FRGSM;8769620;TSG;Tronsanges;87696203
2731;FRGSO;8769622;FLT;Fourchambault;87696229
2732;FRFKD;8759466;POM;Pompadour;87594663
2733;FRFKC;8759465;VSO;Vignols - Saint-Solve;87594655
2734;FRFKE;8759467;LRZ;Lubersac;87594671
2735;FRFJZ;8759462;XUL;Saint-Aulaire;87594622
2736;FRFJY;8759461;WBW;Le Burg;87594614
2737;FRFKA;8759463;OB;Objat;87594630
2738;FRFJX;8759460;VEZ;Varetz;87594606
2739;FRFJT;8759455;TUR;Turenne;87594556
2740;FRSDM;8759457;SDM;Saint-Denis-lès-Martel;87594572
2741;FRFJU;8759456;LQR;Les Quatre-Routes;87594564
2742;FRFKP;8759482;MST;Masseret;87594820
2743;FRBXB;8759476;BXB;Bretenoux - Biars;87594762
2744;FRFKN;8759479;LLC;Laval-de-Cère;87594796
2745;FRFKJ;8759473;VAY;Vayrac;87594739
2746;FRFKL;8759475;PBN;Puybrun;87594754
2747;FRFKK;8759474;BIK;Bétaille;87594747
2748;FRFIN;8759408;JSX;Jassonneix;87594085
2749;FRUSS;8759409;U;Ussel;87594093
2750;FRBVE;8759400;BLG;Brive-la-Gaillarde;87594002
2751;FRROD;8735459;LFD;Saint-Sébastien Frêne Rond;87354597
2752;FRPHT;8735458;ENB;Saint-Sébastien Pas Enchantés;87354589
2753;FRMYC;8759427;MYC;Meymac;87594275
2754;FRFIY;8759421;VGE;Vigeois;87594218
2755;FRALC;8759423;AAA;Allassac;87594234
2756;FRAAW;8759420;UE;Uzerche;87594200
2757;FRFIU;8759416;EGL;Égletons;87594168
2758;FRFIP;8759411;CZE;Corrèze;87594119
2759;FRFIR;8759413;MCE;Montaignac-Saint-Hippolyte;87594135
2760;FRFJQ;8759448;CIL;Cornil;87594481
2761;FRXTU;8759449;TUL;Tulle;87594499
2762;FRFJO;8759446;ABA;Aubazines - Saint-Hilaire;87594465
2763;FRTER;8759440;TRS;Terrasson;87594408
2764;FRFJM;8759442;LHZ;Larche;87594424
2765;FRFJL;8759441;LDZ;La Rivière de Mansac;87594416
2766;FRFJK;8759438;CDT;Condat - Le Lardin;87594382
2767;FRSOU;8759433;SOU;Souillac;87594333
2768;FRFJF;8759432;GCC;Gignac - Cressensac;87594325
2769;FRAKK;8711609;NAN;Nangis;87116095
2770;FRAKM;8711611;CSG;Chelles - Gournay;87116111
2771;FRAKL;8711610;MEA;Meaux;87116103
2772;FRLON;8711613;LON;Longueville;87116137
2773;FRAKO;8711617;XCS;Sainte-Colombe Septveilles;87116178
2774;FRXPS;8711616;PRO;Provins;87116160
2775;FRAKR;8711622;MLB;Marles-en-Brie;87116228
2776;FRAKQ;8711621;TOU;Tournan;87116210
2777;FRAKS;8711624;MOF;Mortcerf;87116244
2778;FRAKT;8711626;GCM;Guérard - La Celle-sur-Morin;87116269
2779;FRAKV;8711628;MXK;Mouroux;87116285
2780;FRAKU;8711627;FMP;Faremoutiers - Pommeuse;87116277
2781;FRAKW;8711629;VAI;Vaires - Torcy;87116293
2782;FRAKY;8711631;LGY;Lagny - Thorigny;87116319
2784;FRAKZ;8711632;EY;Esbly;87116327
2785;FRALJ;8711640;MYD;Montry - Condé;87116400
2786;FRTLP;8711649;TLP;Trilport;87116491
2787;FRALN;8711651;LFJ;La Ferté-sous-Jouarre;87116517
2788;FRALK;8711650;CJN;Changis - Saint-Jean;87116509
2789;FRALO;8711655;NAU;Nanteuil - Saâcy;87116558
2790;FRALQ;8711657;CYZ;Chézy-sur-Marne;87116574
2791;FRALP;8711656;NAA;Nogent-l'Artaud - Charly;87116566
2792;FRXCY;8711658;CTH;Château-Thierry;87116582
2793;FRALR;8711661;IAC;Isles - Armentières - Congis;87116616
2794;FRALU;8711664;CQQ;Crouy-sur-Ourcq;87116640
2795;FRALS;8711663;LZO;Lizy-sur-Ourcq;87116632
2796;FRALW;8711666;MAQ;Mareuil-sur-Ourcq;87116665
2798;FRALX;8711667;LFM;La Ferté-Milon;87116673
2800;FRAMC;8711673;CYQ;Couilly - Saint-Germain - Quincy;87116731
2801;FRAMD;8711674;VBB;Villiers - Montbarbin;87116749
2802;FRAME;8711677;CLC;Crécy-la-Chapelle;87116772
2803;FRAKD;8711602;OZF;Ozoir-la-Ferrière;87116020
2804;FRGRZ;8711601;GZ;Gretz-Armainvilliers;87116012
2805;FRAKF;8711604;EM;Émerainville - Pontault-Combault;87116046
2806;FRAKE;8711603;ROB;Roissy-en-Brie;87116038
2807;FRAKJ;8711608;MRT;Mormant;87116087
2808;FRAKI;8711607;VNL;Verneuil-l'Étang;87116079
2809;FRFMF;8759587;BES;Belvès;87595876
2810;FRFMH;8759589;VPD;Villefranche-du-Périgord;87595892
2811;FRXSL;8759582;SL;Sarlat;87595827
2812;FRSOC;8759576;SOC;Siorac-en-Périgord;87595769
2813;FRLBU;8759575;LBU;Le Buisson;87595751
2814;FRFMC;8759577;SCQ;Saint-Cyprien (Dordogne);87595777
2815;FRFLZ;8759572;MZX;Mauzens-et-Miremont;87595728
2816;FRFMB;8759574;BDG;Le Bugue;87595744
2817;FRFMA;8759573;EYZ;Les Eyzies;87595736
2818;FRFLX;8759570;VSJ;Les Versannes;87595702
2819;FRABF;8759500;PX;Périgueux;87595009
2820;FRAKC;8711587;CPK;Champbenoist - Poigny;87115873
2821;FRFLJ;8759529;MUS;Mussidan;87595298
2822;FRFLI;8759528;DUZ;Douzillac;87595280
2823;FRFLF;8759524;STK;Saint-Astier;87595249
2824;FRFLH;8759527;NVC;Neuvic;87595272
2825;FRFLG;8759526;XLI;Saint-Léon-sur-l'Isle;87595264
2826;FRFLD;8759521;WCA;La Cave;87595215
2827;FRFLE;8759522;RZA;Razac;87595223
2828;FRFKY;8759513;NEG;Négrondes;87595132
2829;FRFLA;8759516;CEQ;Château-l'Évêque;87595165
2830;FRAGO;8759515;AGA;Agonac;87595157
2831;FRFKX;8759512;TIV;Thiviers;87595124
2832;FRFLL;8759532;MPI;Montpon-Ménestérol;87595322
2833;FRFLU;8759557;THN;Thenon;87595579
2834;FRFLW;8759559;BHJ;La Bachellerie;87595595
2835;FRFLQ;8759553;MCB;Milhac-d'Auberoche;87595538
2836;FRFLT;8759555;LIF;Limeyrat;87595553
2837;FRFLO;8759550;PSG;Périgueux Saint-Georges;87595504
2838;FRFLP;8759552;XPH;Saint-Pierre-de-Chignac;87595520
2839;FRNEC;8759551;NEC;Niversac;87595512
2840;FRFMQ;8759709;LUK;Luant;87597096
2842;FRFMM;8759705;XZG;Sainte-Lizaigne;87597054
2843;FRFMO;8759707;NP;Neuvy-Pailloux;87597070
2844;FRFMN;8759706;IS;Issoudun;87597062
2845;FRCHR;8759700;CX;Châteauroux;87597005
2846;FRFMK;8759703;REL;Reuilly;87597039
2847;FRFMV;8759715;EG;Éguzon;87597153
2848;FRFMT;8759712;AGC;Argenton-sur-Creuse;87597120
2849;FRFMS;8759711;CBQ;Chabenet;87597112
2850;FRFMR;8759710;LOT;Lothiers;87597104
2851;FRVNQ;8770015;JNY;Joncherey;87700153
2852;FRAEG;8721202;SG;Strasbourg;87212027
2853;FRBUK;8721219;SQG;Strasbourg Roethig;87212191
2854;FRBUJ;8721218;DEE;Dettwiller;87212183
2855;FRBUI;8721217;WIW;Wilwisheim;87212175
2856;FRBUH;8721216;HCH;Hochfelden;87212167
2857;FRBUG;8721215;HWM;Schwindratzheim;87212159
2858;FRMOH;8721214;MOH;Mommenheim;87212142
2859;FRBUF;8721213;BAH;Brumath;87212134
2860;FRBUD;8721212;SFX;Stephansfeld;87212126
2861;FRVHM;8721211;VHM;Vendenheim;87212118
2862;FRBUB;8721210;MUM;Mundolsheim;87212100
2863;FRBUQ;8721227;LHJ;Limersheim;87212274
2864;FRBUP;8721226;FHM;Fegersheim - Lipsheim;87212266
2865;FRBUO;8721225;GPH;Geispolsheim;87212258
2866;FRBUN;8721224;GRF;Graffenstaden;87212241
2867;FRSNE;8721222;SNE;Saverne;87212225
2868;FRSNG;8721220;SNG;Steinbourg;87212209
2869;FRBVC;8721237;RZH;Rountzenheim;87212373
2870;FRBVB;8721236;ZHM;Sessenheim;87212365
2871;FRBUX;8721235;DRS;Drusenheim;87212357
2872;FRBUW;8721234;HRL;Herrlisheim (Bas-Rhin);87212340
2873;FRBUV;8721233;GHM;Gambsheim;87212332
2874;FRBUU;8721232;KIL;Kilstett;87212324
2875;FRBUT;8721231;LW;La Wantzenau;87212316
2876;FRBUR;8721230;BHM;Bischheim;87212308
2877;FRBVK;8721246;LTG;Lauterbourg;87212464
2878;FRBVJ;8721245;MQW;Mothern;87212456
2879;FRBVI;8721244;MHQ;Munchhausen;87212449
2880;FRBVH;8721243;SSZ;Seltz;87212431
2881;FRBVF;8721241;RHI;Roppenheim;87212415
2882;FRBVD;8721240;RWG;Rœschwoog;87212407
2883;FRQYR;8711800;TR;Troyes;87118000
2886;FRAPI;8711815;RMY;Romilly-sur-Seine;87118158
2887;FRAPM;8711819;NOG;Nogent-sur-Seine;87118190
2888;FRAPU;8711825;VUV;Vendeuvre;87118257
2889;FRAPX;8711829;BRB;Bar-sur-Aube;87118299
2890;FRGPS;8769160;PEF;Les Perrières;87691600
2891;FRGPP;8769139;MKF;La Marche;87691394
2892;FRGPQ;8769143;GZY;Garchizy;87691436
2893;FRGPR;8769146;VZE;Vauzelles;87691469
2896;FRFNR;8759767;MUF;Montaigut-le-Blanc;87597674
2898;FRFNP;8759763;VVL;Vieilleville;87597633
2899;FRFNO;8759762;MRR;Marsac (Creuse);87597625
2900;FRXGT;8759760;GT;Guéret;87597609
2901;FRFOG;8759784;FEL;Felletin;87597849
2902;FRFOE;8759782;AO;Aubusson;87597823
2903;FRFOA;8759778;LXM;Lavaveix-les-Mines;87597781
2904;FRFNX;8759774;LVF;Lavaufranche;87597740
2905;FRBUC;8759770;BUC;Busseau sur Creuse;87597708
2906;FRFNV;8759772;PCG;Parsac - Gouzon;87597724
2907;FRHVC;8774685;AGI;Argentière (Haute-Savoie);87746859
2908;FRHVB;8774684;JOO;La Joux;87746842
2909;FRHVA;8774683;TNJ;Les Tines;87746834
2910;FRHUZ;8774682;PZI;Les Praz de Chamonix;87746826
2911;FRHUY;8774681;MQK;Les Moussoux;87746818
2912;FRHVF;8774688;BVQ;Le Buet;87746883
2913;FRHVE;8774687;VLO;Vallorcine;87746875
2914;FRHVD;8774686;MKZ;Montroc Le Planet;87746867
2915;FRVKU;8759082;UCE;Sucé-sur-Erdre;87590828
2916;FRHTO;8774624;GTC;Groisy - Thorens - La Caille;87746248
2917;FRHTK;8774620;PGY;Pringy (Haute-Savoie);87746206
2918;FRLRF;8774630;LRF;La Roche-sur-Foron;87746305
2919;FRHTZ;8774637;CLU;Cluses;87746370
2920;FRHTW;8774634;MRG;Marignier;87746347
2921;FRHTV;8774633;BON;Bonneville;87746339
2922;FRHTT;8774631;SEN;Saint-Pierre-en-Faucigny;87746313
2923;FRNCY;8774600;ACY;Annecy;87746008
2924;FRHTE;8774614;RUM;Rumilly;87746149
2925;FRALE;8774611;ABN;Albens;87746115
2926;FRHTB;8774610;GAX;Grésy-sur-Aix;87746107
2927;FRHUU;8774674;HOU;Les Houches;87746743
2928;FRHUT;8774673;VDU;Viaduc Sainte-Marie;87746735
2929;FRRBP;8774672;VUD;Vaudagne;87746727
2930;FRHUR;8774671;SVZ;Servoz;87746719
2931;FRHUQ;8774670;CED;Chedde;87746701
2932;FRXCF;8774678;CHX;Chamonix-Mont-Blanc;87746784
2933;FRHUX;8774677;PKN;Les Pélerins;87746776
2934;FRHUW;8774676;BHS;Les Bossons;87746768
2935;FRHUV;8774675;TAC;Taconnaz;87746750
2936;FRHUB;8774641;MGD;Magland;87746412
2937;FRXGF;8774647;SGB;Saint-Gervais-les-Bains Le Fayet;87746479
2938;FRXSN;8774643;SLS;Sallanches - Combloux - Megève;87746438
2939;FRHUF;8774651;REI;Reignier;87746511
2940;FRVKX;8759037;CHU;Châteaubriant Tram Train;87590372
2941;FRVKT;8759036;HPA;La Chapelle Aulnay;87590364
2942;FRVKQ;8759033;HAL;Haluchère Batignolles;87590331
2943;FRVKS;8759035;EEA;Erdre Active;87590356
2944;FRVKR;8759034;IBN;Babinière;87590349
2945;FRHVS;8774740;GRS;Grenoble Universités - Gières;87747402
2947;FRHVX;8774747;GOC;Goncelin;87747477
2948;FRHVV;8774745;BNU;Brignoud;87747451
2949;FRHWA;8774751;PDC;Le Pont-de-Claix;87747519
2950;FRHWE;8774759;MDC;Monestier-de-Clermont;87747592
2951;FRVIF;8774757;VIF;Vif;87747576
2952;FRHWC;8774756;SGC;Saint-Georges-de-Commiers;87747568
2953;FRHWB;8774753;JAV;Jarrie - Vizille;87747535
2954;FRMLV;8711184;MVC;Marne-la-Vallée Chessy;87111849
2955;FRCCG;8711186;BKB;Balsièges;87111864
2956;FRHVZ;8774749;PCA;Pontcharra sur Bréda;87747493
2957;FRHVM;8774724;RIV;Rives;87747246
2958;FRHVK;8774722;LGL;Le Grand-Lemps;87747220
2959;FRHVJ;8774721;CKN;Châbons;87747212
